OECD_Research_Area,Year_Range,Tech_Level,TRLxAdoption,Impact,Technology_Name,Tech_Count
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 7-8 Innovators,67.896,3D Printed Algal Biophotocapacitor Array; 3D-Printed Enzyme Cascade Biobatteries; Bio-sensing Adaptive Biofuel Cell; DNA-Scaffolded Enzyme Cascade Biobatteries; DNA-Templated Carbon PCM Nanostructures; Enzyme-Engineered Biocatalytic Energy Storage Lab-on-a-Chip; Enzyme-Engineered Biofuel Cell; Enzyme-Engineered DNA Battery; Enzyme-Engineered Membraneless Redox Flow Biobattery; Fungi-Based Microrobots; Fungi-Derived Flexible Photovoltaic Biocomposites; Gene modification of magneto-sensitive protein; Gene-Engineered High-Performance Algal Biophotocapacitor; Gene-Engineered High-Performance Biophotovoltaics; Gene-engineered Bioluminescent Macroalgae Energy System; Gene-engineered Electrogenetic Redox Flow Battery; Gene-engineered Photosynthetic Biofuel System; Integrated Photonic-Enzymatic DNA Battery; Integrated Photonics Macroalgae Energy Harvesting System; Metabolically Engineered Biopolymer Solar Cell; Metabolically Engineered Living Cell-Organic Semiconductor Hybrid Storage; Metabolically Engineered Vanadium Bioreduction Flow Battery; Microbial-Based Photosynthetic-Organic Hybrid Solar Cell; Microbial-Based Piezoelectric Pavement Energy Harvesting; Microbial-Enhanced Carbon Electrode Proton Battery; Microbial-Enhanced Flexible PV System; Modular Plant-based Biobattery System; Modular Ultrasound-Responsive Synthetic Microbial Consortium; Molecular Electronics Photomechanical Bio-MOF; Optogenetic Microelectrode Array Energy Storage System; Optogenetic-Controlled Bioelectronic Algal-Bacterial Energy System; Optogenetically Controlled Microbial Energy Capacitors; Perovskite-Algae Hybrid Biophotovoltaic Storage System; Personalized CRISPRa Bioenergy Units; Phage-Engineered Biofuel Production System; Precision-Engineered Fungal Hydrogen Production System; Programmable Enzymatic DNA Battery; Protein-Engineered Proton Channel Battery; Protozoa-Based Microrobots; RNA-based Aptamer-Nanoparticle Redox Flow Battery; RNA-based CRISPRa Energy Harvesting Cells; Self-Assembling Peptide Proton Battery; Self-Replicating Fungal Microbial Fuel Cells; Self-Sustaining Enzymatic Biofuel Cell Arrays; Self-Sustaining Enzymatic DNA Battery; Self-assembling Microbial-Based Organic Solar Cell; Solid-State Microbial Proton Battery; Wireless-Powered Enzymatic DNA Battery; complete human embryo model,49
Biological sciences,7-10 years,TECH_LEVEL_1,TRL 9 Innovators,52.86,Electrogenetics,1
Biological sciences,7-10 years,TECH_LEVEL_2,TRL 9 Innovators,67.594,Antbiotic fungi; Disease Modifying Neurodegenerative Therapeutics; Enzymatic biobattery; Epigenetic senolytic modulator; Fourth-generation biofuel; Gene pathway activation; Radiation induced gene expression; Synthetic Cell-Based Microrobots,8
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 9 Innovators,63.784,Biological nanorobot drug delivery; DNA hard drive; Enzyme-Engineered Artificial Cell Battery; Enzyme-Engineered Self-assembling Biofuel Cells; Gene-Edited Photosynthetic Protein Arrays; Microfluidic Continuous-Flow Enzymatic Biobattery; Programmable Microbial Biobattery; Protein-Based Conformational Energy Storage Lab-on-a-Chip; Salinity resistent crop; Self-Healing Microfluidic Photosynthetic Networks; Visual cortical implant,11
Biological sciences,7-10 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,77.2,Bioinorganic quantum material,1
Biological sciences,7-10 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,63.304,Advanced Energy Storage Biophotovoltaics; Affinity-Directed Protein Missile; Bio-Membrane Proton Battery; Bio-hybrid robot; Bioelectronic Plant-Microbial Living Machine; Bioluminescent-Coupled Holographic Energy Converters; Biophotovoltaics; Electrogenetic switch; Gene-engineered Photosynthetic Enhancement System; Molecular computing; Plant-based biobattery; Plasma genetic therapy; Programmable Fungal Bioelectricity Generation; Quantum biological sensing; Self-Replicating CRISPRa Bioenergy Systems; Self-Sustainable Biophotovoltaic Systems; Ultrasound responsive genetic construct; optogenetic diagnostics,18
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,69.166,3D Bioprinted Energy-Storing Cellular Matrices; 3D Structured Photobioelectrochemical Cell; Bio-Capacitive Agricultural Swarm Robots with Protein-Based Energy Storage; Bio-Enzymatic Proton Exchange Membrane Battery; Bio-catalytic Liquid Lithium-Air Battery; Biofilm-Based Microrobots; DNA-Scaffolded Membraneless Redox Flow Biobattery; DNA-based Bio-Electronic Energy Storage System; Dendrimer antibiotics; Enzyme-Engineered Membraneless Redox Flow Battery; Enzyme-Engineered Plant-based Biobattery; Enzyme-Engineered pH-Responsive Energy Capacitor; Flexible & Stretchable Biophotovoltaics; Fungi-Derived Photosensitizer Solar Cell; Gene-Engineered High-Efficiency Hydrogen-Producing Algal Strains; Gene-Engineered High-Performance Bioelectronic Algal-Bacterial System; Gene-edited Photosynthetic Protein Energy Capacitors; Gene-engineered Microbial Biophotolysis; Hybrid Plant-Animal Cell Microrobots; Integrated Photonic-Enhanced Microbial Electrolysis; Integrated Photonics-Enhanced Algal-Bacterial Bioelectronic Generator; Integrated Photonics-Enhanced Biophotolysis; Integrated Photonics-Enhanced Enzymatic Carbon Battery; Integrated Photonics-Enhanced Microbial Electrosynthesis; Integrated Photonics-Enzyme Biocatalyst System; Metabolically Engineered Membraneless Redox Flow Battery; Microbial Biofilm-Metal Foam Hybrid Energy Storage; Microbial-Enhanced Enzymatic Flow Battery; Microbial-Enhanced Lithium-Air Redox System; Microbial-Synthesized Organic Semiconductor Photovoltaics; Modular Multi-Enzyme Flow Battery; Modular Multi-Sugar Biobattery; Modular Scalable Biophotolysis Arrays; Peptide-based senolytics; Phage-assembled DNA Battery; Photosynthetic Hydrogen-Producing Microalgal Arrays; Precision-Engineered Blue Enzyme Biocapacitor; Programmable Sugar Biobattery; Protein-Complexed Zinc-Iron Flow Battery; Protein-Engineered Metal Foam Capacitive Storage System; Protein-Engineered Proton Flow Battery; Self-Sustaining Enzymatic Flow Battery; Self-healing Microbial-Based Stretchable Supercapacitor; Single cell nanosensor; Transcription Activator-Like Effector-Linked Epigenetic Reprogramming; Virus-Based Microrobots,46
Biological sciences,7-10 years,TECH_LEVEL_2,TRL 7-8 Early Majority,71.69,Bio-holographic Light Harvesting Arrays; Bioelectronic Algal-Bacterial Consortia; Cellular Swarm Robotics; Microbial Biophotolysis; RNA-based Algal Productivity Enhancement; Selective Photonic Disinfection; Self-Replicating Photosynthetic Bioreactor System; Sugar biobattery; TeraHertz genetics,9
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 7-8 Early Majority,68.245,3D Structured Sugar Biobattery; 3D-Printed Cellulose Biobattery; Enzyme-Catalyzed Zinc-Iron Flow Battery; Enzyme-Engineered Proton Flow Battery; Enzyme-Engineered Quinone Proton Battery; Enzyme-Engineered Vanadium Redox Flow Battery; Mealworm based biodegradble plastic; Microbial-Enhanced Zinc-Iron Flow Battery; Optogenetic bioluminescent protein; Phage-Delivered Genetic Circuit Microbial Fuel Cells; Precision-Engineered Multi-Enzyme Cascade Energy Generator; Programmable Metabolic Pathway MFC; Self-sustaining Microbial Biophotolysis Bioreactors,13
Biological sciences,7-10 years,TECH_LEVEL_1,TRL 9 Early Majority,67.04,Fungi treatment; Halophytes; Mycorrhizal Fungi; Neural restoration,4
Biological sciences,7-10 years,TECH_LEVEL_2,TRL 9,71.283,DNA digital data storage; Edge-effect based agrotechnologies; Programmable Metabolic Protein Networks,3
Biological sciences,7-10 years,TECH_LEVEL_2,TRL 9 Early Adopters,63.752,DNA-based self assembly; Epigenetic reprogramming; Genetically modified fish; Genetically modified trees; Micro-gravity agriculture; Microbial-Based Self-Assembling Biobattery; Molecular memory; Photosynthesis-Enhanced Bioelectrosynthesis; Photosynthetic Bio-Electronic Energy System; Temperature varying resistent crop; Ultraviolet optogenetics; pH tolerant crop,12
Biological sciences,7-10 years,TECH_LEVEL_2,TRL 9 Early Majority,67.429,4d bioprinting; Algae protein expression; Antisense antibiotics; BLUF Protein; Bio-electronic Piezoelectric Energy Harvesting; Biobattery; Bioelectrosynthesis; Biohybrid microrobotics; Bioinorganic bioremediation; Biological process photosynthesis; Biomass Carbon Removal; Body fluid based biobattery; CRISPR based genetic drivers; Carbon Capture-Integrated Microbial Electrosynthesis; Cell microbots; Cellular reprogramming; Climate resilient crop; Controlled environment agriculture for space; DNA-templated organic synthesis; Deep-sea biodiscovery platforms; Digital twin of brain; Electron laser; Engineered phages; Enhanced Photosynthesis; Enzybiotics; Enzyme-Engineered Consolidated Bioprocessing; Gene drive technology; Gene therapy; Gene-Engineered Microbial Biofuel Factories; Genetic engineering cryopreservation; Genetically modified fungi; Genetically modified marine species; Immunogene therapy; In-Situ Resource Utilizing Microbial Electrosynthesis; In-vivo gene editing; In-womb treatment; Infrared optogenetics; Insect processing technology; Integrated Photonic-Microbial Fuel Cells; Integrated Photonics-Metabolic Engineering Platform; Lipid tagging; Magnetic field cell function control; Metabolite tagging; Microbial Biobattery; Microbial Carbon Fixation; Microbial Electrosynthesis; Microbial biobattery; Microbial electrolysis carbon capture; Microbial electrosynthesis; Microbial fuel cell; Modular Multi-Substrate Consolidated Bioprocessing; Molecular switch; Multicolor optogenetics; Nanorobotics; Neuroadaptive interfaces; Optogenetically-Controlled Protein Energy Systems; Phage-antibiotic synergy; Phage-based drug delivery; Photobioelectrochemical cell; Polyhydroxyalkanoates; Precision gene therapy; Probiotic fungi; Programmable Metabolic Pathway Bioreactors for Alternative Energy Production; Protein Replacement Therapy; Protein-Based Self-assembling Biophotovoltaics; Quantum-enhanced microscopy; RNA-Regulated Protein Energy Switches; Scaffold Proteins; Self-Assembling Blue Enzyme Energy Arrays; Self-Assembling Piezoelectric Biosystems; Self-Assembling Protein-Based Bioreactors; Self-Sustainable Microbial-Based Energy Bioreactors; Self-Sustaining Circular Economy Microbial Electrolysis System; Self-Sustaining Microbial Fuel Cell Systems; Single cell therapy; Smarter Small Molecules; Spatial omics; Temperature sensitive engineered protein; Thermogenetics; Third-generation biofuel; Ubiquitin Remodeling; Ubiquitin Variant Technologies; Virotherapy; bioregenerative life support system,84
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 9,60.836,CRISPR-Modified Electrogenic Biofilm System; Enzyme-Catalyzed Organic Redox Flow Batteries; Metabolic suppresion; Self-Assembling Algal Membrane Energy System; cyborg cockroach,5
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 9 Early Adopters,69.238,AI-Optimized Photobioelectrochemical System; Microbial-Based Membraneless Redox Flow Battery; Microgravity protein crystals manufacturing; Protein-Engineered Redox Flow Biobattery; Underwater Autonomous Macroalgae Energy Farm,5
Biological sciences,7-10 years,TECH_LEVEL_3,TRL 9 Early Majority,65.285,2D bioprinting; Advanced Energy Storage Integrated Algal Biofuel Systems; Advanced Energy Storage Microbial Fuel Cells; Algal Bioreactors for Energy Production; Algal Photobioreactor Energy System; Aptamer 2'-Fluoro and 2'-O-Methyl Nucleotide; Aptamer Locked Nucleic Acids; Aptamer in vivo SELEX; Artificial Lytic Enzymes; Bacteria additives for wheat growth efficiency; Bio-electronic Enzyme-Catalyzed Proton Battery; Bio-electronic Interface Enhanced MFC; Bio-engineered Enzyme-Activated Carbon PCM; CRISPR -based gene silencing; CRISPR Cas13; CRISPR Cas3; CRISPR Cas9 Base editing; CRISPR cell targeting; CRISPR-Enabled Photosynthesis Enhancement System; CRISPR-GO; Cell-based bioprinting; Cell-based milk; Channelrhodopsin-2; Chimeric Lysins; Circular Economy Macroalgae Biorefinery System; Circular Economy Microbial Fuel Cell Systems; Controlled Release System for Enzybiotics; Cultured meat bioprocess scaleup; Cultured meat cell cultivation; Deep ocean bioluminescence imaging systems; Digital twin of organ; Electromechanical nanorobot drug delivery; Energy-Harvesting Hybrid Biophotovoltaic Cell; Energy-Harvesting Hybrid Enzymatic Biobattery; Engineered Lysins; Engineered Microbial Electrosynthesis Systems; Enzymatic Biofuel Cells; Enzyme-Engineered Biocatalytic Energy Storage Hydrogel; Enzyme-Engineered Bioelectrodes; Enzyme-Engineered Fungal Biofuel Production; Enzyme-Engineered Graphene Supercapacitor; Enzyme-Engineered Hydrogen-Producing Mini Bioreactors; Enzyme-Engineered Mycobiomass Capacitors; Enzyme-Engineered PEC Hydrogen Production; Enzyme-Engineered Sugar Biobattery; Enzyme-Enhanced Microbial Biobattery; Evolved Endolysins; Fungal immunosuppresant; Fungal statins; Fungi-Enzyme Hybrid Biocatalyst System; Fungi-Mediated Supercritical Water Biomass Conversion System; Gene-Edited Microbial Consortia for Waste-to-Energy Conversion; Gene-Engineered Electrogenic Microbial Consortia; Gene-engineered High-lipid Algal Strains in Controlled Bioreactors; Gene-engineered Photosynthetic Enhancement Agrivoltaics; Gene-engineered Photosynthetic Enhancement Microalgae; Halorhodopsin; In-Situ Carbon Capture Microbial Electrosynthesis System; Insect-targeted RNA spray; Integrated Photonic-Enhanced Algal Bioreactors; Integrated Photosynthetic-Electrogenic Microbial Fuel Cell; Integrated Photosynthetic-Methanogenic Bioreactor; Integrated Photosynthetic-Microbial Microfluidic Energy System; Laser-Induced Thermoacoustic Imaging; Metabolically Engineered Polypyrrole Bioreactors; Microbial Fuel Cell Array with Engineered Electrogenic Bacteria; Microbial Fuel Cell Bioreactor; Microbial electrolysis cell; Microbial fuel cells with DNA modifications; Microbial-MOF Hybrid Electrocatalytic Systems; Microbial-Synthesized Graphene Battery; Microfluidic Continuous-Flow Enzyme Biobatteries; Modular Microbial Electrolysis Arrays; Molecular Electronics-Enhanced Algal-Bacterial Bioelectronic Generator; Nano liquid chromatography mass spectrometry; Nontoxic cryoprotectant; Optogenetic CRISPRa Bioreactors; Optogenetic light-activated kinase; Optogenetic photoswitchable Protein; Optogenetic viral vector; Organic Electronics Enzymatic Biofuel Cells; Perfect diffracting insulin crystals manufacturing; Phage amplification assay; Precision In-Situ Fungal Bioremediation Energy System; Programmable Metabolic Switch Microalgae; Protein-Structured Carbon PCM Composite; Quantum Dot-Enhanced Photosynthetic Spectrum Expansion; Reporter phage assay; Scaffold-based 3d bioprinting; Self-Assembling Microalgal Biofilm Energy Systems; Self-Assembling Microbial Biofilm Reactor; Self-Assembling Protein-Based PEC Membranes; Self-Sustainable Microbial Fuel Cell System; Self-Sustaining Microbial Biobattery; Self-Sustaining Microbial Electrosynthesis Bioreactors; Self-Sustaining Microbial Methanogenesis Mini Bioreactors; Self-amplifying DNA vaccine; Serum-free cultured meat; Single cell bioprinting; Synthetic Biology Metal-Air Battery; Vertical Macroalgae Bioreactor Energy Towers; carbonic anhydrase enzyme; magnetically-stimulated secretome release; soil based microbial fuel cell,104
Biological sciences,10-15 years,TECH_LEVEL_2,TRL 7-8,51.135,Brain cryopreservation technology; Enzyme-Catalyzed Magnetic Target Fusion,2
Biological sciences,10-15 years,TECH_LEVEL_3,TRL 7-8,62.595,Gene doping for pain tolerance; Synthetic placenta,2
Biological sciences,10-15 years,TECH_LEVEL_1,TRL 7-8 Innovators,73.33,Post biological intelligence,1
